หายใจ	หายใจเข้าออก
ถล่ม	ทรุด	ทลาย	พังทลาย	ยุบตัว
ทำให้ระเบิด	ทำให้แตก
มั่นคง	แน่วแน่
ดึงกลับ	ล่าถอย
เคลื่อนขบวน	เดินขบวน	เดินแถว
เคลื่อนขบวนกลับ	เดินขบวนกลับ
ถอย	ถอยหลัง
ขับรถจี้ตูด	ขับรถจี้ท้าย	ขับรถจ่อท้าย
ตาม	ติดตาม
ขับ	ขับไล่
ตามรอย	ตามล่า	ติดตาม
กลับ	เดินทางกลับ
ถึงจุดยอด	ถึงจุดสูงสุด
นกยางกลางคืนหัวดำ	นกแขวก
ชักช้า	ชักช้าร่ำไร	เถลไถล	โอ้เ้อ้
นกบิตเทิร์นยุโรป	นกยูโรเปียนบิตเทิร์น
กระสา	นกกระสา
ทยาน	พุ่งทะยาน
รวดเร็วเหมือนไฟลุก	เร็วเหมือนไฟลุก
มาถึงชานชลา	เข้าเทียบชานชลา
นกกัลลินูล	นกวอเตอร์เฮน
เข้ามา	เข้าไปใน
บุกรุก	เข้ามาโดยไม่ได้รับเชิญ
เข้ามาโดยไม่ได้รับเชิญ	เข้าแบบไม่ได้่รับเชิญ
ที่มีจังหวะ	ที่มีริทึ่ม
ชน	พุ่งชน
ถึง	มาถึง	ไปถึง
ที่ไม่มีจังหวะ	ที่ไม่มีริทึ่ม
ขี้นถึงยอด	ถึงยอดสุด
มาถึงทันเวลา	มาทันเวลา	ไปถึงทันเวลา
มั่งคั่ง	มั่งมี	รวย	ร่ำรวย
ตกรถ	พลาดรถ	ไม่ทันรถ
จน	ยากจน	ยากไร้
เป็นบอดี้การ์ด	เป็นผู้คุ้มกัน	เป็นองครักษ์
ปีกขวา	ฝ่ายขวา
ทำให้แยกออกมา	แยก
ปีกซ้าย	ฝ่ายซ้าย
นกหลังเทา	นกเกรย์แบ็ค
ที่คล้ายเขากวาง	ที่เหมือนเขากวาง
ดัดให้โค้ง	ทำให้โค้ง
ครอบ	เป็นรูปโค้งเหนือ
ทำหลังโก่ง	โค้งตัว
งอ	ทำให้โค้ง	โค้ง
จัดแถว	จัดให้เป็นแถว
ทำให้เอน	พิง	เอน
คำนับ	ถวายคำนับ	โค้ง	โค้งคำนับ
ก้มกราบ	คุกเข่าสักการะ
ซึ่งเป็นทรงกลม	ทรงกลม
ซึ่งเป็นรูปหยดน้ำ	ซึ่งเป็นรูปหลอดไฟ
ถล่ม	ทลาย	พังทลาย
ถ่ายเทอากาศ	ระบายลม	ระบายอากาศ
ซึ่งเป็นรูปใบหู	ที่เหมือนใบหู
บังคับทิศทาง	เปลี่ยนทิศทาง
รูปวงรี	รูปไข่
ควง	หมุน
ส่ายสะโพก	ส่ายเอว
บิด	หมุน
ที่มีสามมุม	สามเหลี่ยม
ที่มีรูปทรงฟักทอง	รูปฟักทอง
ชนบท	บ้านนอก
เกษตร	เกษตรกรรม
กลับมาจุดเริ่มต้น	วนมาที่เดิม
กาง	ยืด	ยืดออก
ว่องไว	เคลื่อนไหวอย่างรวดเร็ว
นกเพนกวิน	เพนกวิน
ทางจิตวิญญาณ	ทางศาสนา
นกเพนกวินจักรพรรดิ	เพนกวินจักรพรรดิ
กินเลน	ขับกินเลน
ขับรถให้	ขับไปส่ง
ตามไปช้า	ตามไปช้าๆ
ผงะ	สะดุ้ง	เลี่ยง
อันดับซีตาซี	อันดับวาฬและโลมา
ก้ม	ก้มตัว	ค้อมตัว
ปลาวาฬ	วาฬ
งอตัว	ทำตัวงอ
นอนหมอบ	หมอบ
ปลาวาฬไรท์	วาฬไรท์
ปลาวาฬหัวบาตร	วาฬหัวบาตร
วงศ์ปลาวาฬแกลบ	วงศ์วาฬแกลบ
ต่าง	แตกต่าง
ปลาวาฬสีน้ำเงิน	วาฬสีน้ำเงิน
ปลาวาฬหลังค่อม	วาฬหลังค่อม
ปลาวาฬสีเทา	วาฬสีเทา
ออกนอกเส้นทาง	ไปตามเส้นทาง
ปลาวาฬที่มีฟัน	วาฬที่มีฟัน
ทะลัก	พุ่ง
สกุลเดลฟินัส	สกุลโลมาทะเล
หลั่งไหล	ไหล
หยด	ไหลเป็นหยด
ปลาวาฬเพชฌฆาต	หมาป่าแห่งท้องทะเล	ออร์กา
สกุลโกลบิเซอฟาลา	สกุลโลมาหัวกลม
ซึม	ไหลซึม
ล้น	ไหลล้น
ผ่านไป	ล่วงเลย
อันดับซิรีเนีย	อันดับพะยูน
แหกกรงขัง	แหกคุก	แหกตาราง
ปลาพะยูน	พะยูน	หมูน้ำ
ซึ่งมีจิตปกติ	ปกติ
ซึ่งวิกลจริต	ที่มีจิตฟั่นเฟือน	สติฟั่นเฟือน
หลบหนี	หลีกเลี่ยง
หลบหนี	หลบหนีจากที่คุมขัง
วิ่งหนี	เผ่นหนี
วิ่งโกยอ้าว	วิ่งไม่คิดชีวิต	โกย	ใส่ตีนหมา	ใส่เกียร์หมา
ยื่น	ส่ง
นำ	เป็นตัวนำ
ที่ให้ความพอใจ	น่าพอใจ
โอ	โอเค
วอลรัส	สิงโตทะเล
ถลึง	นูน
สุนัขตัวเมีย	สุนัขเพศเมีย
สุนัขแม่พันธุ์	แม่พันธุ์สุนัข
สุนัข	หมา	หมาบ้าน
น้องหมา	เจ้าตูบ	เจ้าโฮ่ง	ไอ้โฮ่ง
สุนัขกลายพันธุ์	หมาวัด
ทอย	สุนัขทอย	สุนัขพันธุ์เล็ก
ชิวาวา	สุนัขพันธุ์ชิวาวา
