00001740-v	หายใจ	หายใจเข้าออก
02821328-n	พระเขนย	หมอนหนุน	หมอนหนุนนอน
02821415-n	ขาเตียง	เสาเตียง
02821627-n	ที่หลับที่นอน	ห้องนอน	ห้องพระบรรทม
02821943-n	เครื่องเรือนห้องนอน	เฟอร์นิเจอร์ห้องนอน
02822220-n	ผ้าคลุมที่นอน	ผ้าคลุมเตียง
02822579-n	โครงเตียง	โครงเตียงนอน
02822746-a	กระเสาะกระแสะ	ออดแอด
02823124-n	วิทยุติดตามตัว	เพจ	เพจเจอร์
02823586-n	ลานเบียร์	เบียร์การ์เดน
02825004-n	พิษเบลลาดอนนา	เบลลาดอนนา
02825442-n	กางเกงขากระดิ่ง	กางเกงขาบาน	ขากระดิ่ง	ขาบาน
02827606-n	รัดพระองค์	เข็มขัด
02828299-n	ปั้นเหน่ง	พระปั้นเหน่ง	หัวเข็มขัด
02828648-n	ถนนวงแหวน	ถนนเลี่ยงเมือง
02828884-n	ม้านั่งยาว	เก้าอี้ยาว
02829696-n	ทางโค้ง	โค้ง
02830157-n	ที่ดัด	เครื่องมือดัด
02830596-n	ยาเบนซีดริน	เบนซีดริน
02831237-n	หมวกทรงกลม	หมวกเบเรต์
02831724-n	เตียง	เตียงเรือ
02834778-n	จักรยาน	รถจักรยาน	รถถีบ
02835654-a	ตกค้าง	เหลือ
02835724-n	ที่สูบลมจักรยาน	สูบลมจักรยาน
02836035-n	ล้อจักรยาน	ล้อรถจักรยาน
02837416-n	ผง	ผงขาว
02837789-n	ชุดบิกินี	ทูพีซ
02838958-n	ง้าว	พร้าขอ
02839110-n	แผ่นป้ายโฆษณา	แผ่นไม้
02840006-a	เหมือนหมาป่า	เหมือนหมาป่้า
02840619-n	การเข้าปกหนังสือ	ปก
02841315-n	กล้องสองตา	กล้องส่องดูอุปรากร	กล้องส่องทางไกล
02842219-n	โรงภาพยนตร์ไบโอสโคป	ไบโอสโคป
02843553-n	ที่ให้อาหารนก	อุปกรณ์ให้อาหารนก
02843909-n	หมวกบาทหลวง	หมวกเบอร์เร็ตต้า
02844307-n	ดอกสว่าน	เข็มเจาะ
02846141-n	ชุดดำ	ชุดสีดำ
02846260-n	หมากดำ	หมากตัวสีดำ	หมากสีดำ
02846399-n	ภาพขาวดำ	ภาพถ่ายขาวดำ
02847009-n	ธงสีดำ	ธงโจรสลัด
02847461-n	กระบองเหล็ก	ตะบองเหล็ก
02850358-n	เสื้อกีฬา	เสื้อแจ็กเก็ต
02850732-n	เครื่องปั่น	เบลนเดอร์
02851099-n	ฉาก	ฉากกั้น	ที่ซ่อน	บังตา
02851540-n	ซอยตัน	ทางตัน
02851939-n	ผ้าปิดตา	ผ้าผูกตา
02852523-n	ก้อนสี่เหลี่ยม	ของที่เป็นก้อนสี่เหลี่ยม	บล็อก	แท่งสี่เหลี่ยม
02853449-n	การหยุด	สิ่งกีดขวาง
02854630-n	รถรับบริจาคเลือด	รถรับบริจาคโลหิต
02854739-n	กางเกงชั้นในสตรี	กางเกงใน
02855390-n	ตะเกียงเตาฟู่	เครื่องพ่นไฟ
02855925-n	ชุดสีกรมท่า	เสื้อผ้าสีฟ้า
02856463-n	กระดาน	บอร์ด	แผ่นกระดาน
02857023-n	กระดาน	กระดานเล่นเกม
02858304-n	นาวา	เภตรา	เรือ
02859184-n	หมวกปานามา	หมวกฟางยอดแบน
02860063-n	ทุ่น	ทุ่นตกปลา
02860640-n	กิ๊บ	กิ๊บติดผม
02860847-n	บ็อบสเลด	เลื่อนหิมะ
02861617-a	ที่มีภาพ	ที่มีภาพประกอบ
02861886-n	บอดี้	โครงสร้างของรถ
02863536-n	ปืนใหญ่โบฟอร์ส	โบฟอร์ส
02863750-n	บอยเลอร์	ภาชนะหุงต้ม	หม้อต้มน้ำ
02864342-n	เชือกโบลา	เชือกโบล่า	โบลา
02865108-n	โบโลกราฟ	โบโลแกรม
02865214-n	มาตรรังสีความร้อน	เครื่องวัดรังสีความร้อน	โบโลมิเตอร์
02865509-n	พระเขนยข้าง	พระเขนยเคียง	หมอนข้าง
02866578-n	ระเบิด	ลูกระเบิด
02868068-n	บอมบี	ระเบิดลูกเล็กๆ
02868704-a	เกี่ยวกับการได้ยิน	เกี่ยวกับการได้ยินเสียง
02869249-n	กรับ	กรับมือ
02869737-n	กลองบองโก	กลองเล็ก
02870092-n	สมุด	หนังสือ	เล่ม
02870880-n	ชั้นวางหนังสือ	ตู้หนังสือ
02871147-n	ที่คั่นหนังสือ	บุ๊คมาร์ค
02871314-n	รถห้องสมุดเคลื่อนที่	ห้องสมุดเคลื่อนที่
02871525-n	ร้านขายหนังสือ	ร้านหนังสือ	แผงขายหนังสือ	แผงหนังสือ
02872333-n	จรวดช่วยส่ง	เครื่องส่งจรวดขึ้นท้องฟ้า
02872529-n	บูสเตอร์	เครื่องเพิ่มกำลัง
02872752-n	บูท	รองเท้าบูท	เกือกบูท
02873733-n	รองเท้าถักไหมพรม	รองเท้าไหมพรม
02873839-n	บูท	พื้นที่เล็กที่จัดไว้
02874086-n	ซุ้ม	ซุ้มขายสินค้า	ซุ้มสำหรับออกร้าน	บูธ
02874214-n	บูธ	บูธในร้านอาหาร
02875233-n	รอยเจาะ	รู	รูเจาะ
02875436-n	ดอกสว่าน	สว่านเจาะหิน
02877765-n	จุกขวด	ฝาขวด
02878107-n	โรงงานผลิตเครื่องดื่ม	โรงงานเครื่องดื่ม
02878534-n	ห้องนอนผู้หญิง	ห้องนอนสตรี
02879309-n	ร้านขายเสื้อผ้า	ร้านบูติก	ร้านเสื้อผ้า
02879517-n	คันชัก	คันสี
02879718-n	คันธนู	คันศร	ธนู	เกาทัณฑ์
02880393-n	คันธนูและลูกศร	คันศรและลูกธนู
02880842-n	มีดเดินป่า	มีดโบวี่
02881757-n	หมวกทรงกลมปีกแข็ง	หมวกทรงแตงโม	หมวกสักหลาด
02882647-n	พิน	พินโบว์ลิ่ง
02882894-n	รองเท้าโบว์ลิ่ง	รองเท้าโยนโบว์ลิ่ง
02883101-n	สายธนู	สายเกาทัณฑ์
02884225-n	คอก	บ็อกซ์
02884450-n	ที่นั่งของคนขับ	ที่นั่งคนขับ	เก้าอี้คนขับ
02885663-n	สนามมวย	สังเวียนมวย	เวทีผ้าใบ	เวทีมวย
02885882-n	ที่จำหน่ายบัตร	บ็อกซ์ออฟฟิส	ห้องขายตั๋ว
02887079-n	ลวดดัดฟัน	เหล็กยึดฟัน
02887489-n	สายรั้งถุงน่อง	สายแขวน
02887970-n	กำไล	สร้อย
02888133-n	ยาบำรุงกำลัง	โทนิค
